dataset,perturbation,target,rep,model,ndcg_score,cohen_kappa_score,r2_score,kendalltau,weightedtau,spearmanr,rbo
real_data5_testing,category_flip,thinning_of_the_suprapapillary_epidermis,2,RandomForestClassifier,0.9702623249580087,0.121212121212121,0.9557099642544584,0.8360071301247772,0.7362549835411494,0.9504965622612682,0.5887890322268938
real_data5_testing,category_flip,thinning_of_the_suprapapillary_epidermis,3,DecisionTreeClassifier,0.8949890607784886,0.06060606060606044,-0.5019878226054901,0.49019607843137264,0.5111487216535713,0.6055003819709701,0.5813670067337375
real_data5_testing,category_flip,thinning_of_the_suprapapillary_epidermis,3,RandomForestClassifier,0.9846003646090296,0.121212121212121,0.8991841053742394,0.8146167557932265,0.770671926204145,0.9489686783804431,0.642015567436199
real_data5_testing,category_flip,thinning_of_the_suprapapillary_epidermis,4,DecisionTreeClassifier,0.9538392547579945,0.121212121212121,-0.5407606736480153,0.41532976827094475,0.6493563297941551,0.5251336898395721,0.5126464266030916
real_data5_testing,category_flip,thinning_of_the_suprapapillary_epidermis,4,RandomForestClassifier,0.988586638005716,0.15151515151515138,0.9486543981880923,0.8538324420677362,0.8534571119549752,0.9639419404125286,0.6577940702306416
real_data5_testing,category_flip,spongiform_pustule,0,DecisionTreeClassifier,0.9728088557676914,0.06060606060606044,-0.5699553919667844,0.5258467023172906,0.6867239191047239,0.6378915202444613,0.5500353501415939
real_data5_testing,category_flip,spongiform_pustule,0,RandomForestClassifier,0.9890928471396733,0.21212121212121193,0.8515533575371892,0.8039215686274511,0.8326940083310082,0.947135217723453,0.7109126803599011
real_data5_testing,category_flip,spongiform_pustule,1,DecisionTreeClassifier,0.9403567260960379,0.21212121212121193,-0.5761283488859577,0.4260249554367202,0.6079625456320302,0.5419404125286478,0.6273198697943031
real_data5_testing,category_flip,spongiform_pustule,1,RandomForestClassifier,0.9866427542340989,0.18181818181818166,0.9338168674572572,0.8502673796791445,0.8481198519611354,0.9596638655462184,0.6243050495292745
real_data5_testing,category_flip,spongiform_pustule,2,DecisionTreeClassifier,0.9639036615393648,0.18181818181818166,-0.7640183721594811,0.4937611408199645,0.7035250730126481,0.6149732620320855,0.6478629243354006
real_data5_testing,category_flip,spongiform_pustule,2,RandomForestClassifier,0.9912789585330001,0.21212121212121193,0.9626254376615224,0.8538324420677362,0.8604490589699885,0.9657754010695186,0.6777171495910684
real_data5_testing,category_flip,spongiform_pustule,3,DecisionTreeClassifier,0.9728830754026321,0.21212121212121193,-0.9508678220851248,0.42959001782531203,0.7466951062617826,0.5639419404125287,0.6099916993919701
real_data5_testing,category_flip,spongiform_pustule,3,RandomForestClassifier,0.9864371902622483,0.18181818181818166,0.8885132097171006,0.8467023172905528,0.8343362399808157,0.9624140565317034,0.5801998106789921
real_data5_testing,category_flip,spongiform_pustule,4,DecisionTreeClassifier,0.9781573482728241,0.030303030303030054,-0.34585642290562824,0.5258467023172906,0.7590743550622661,0.6498090145148968,0.4829641639018288
real_data5_testing,category_flip,spongiform_pustule,4,RandomForestClassifier,0.9963916871507278,0.06060606060606044,0.944055847313677,0.8573975044563281,0.9116869028891011,0.9660809778456838,0.526044895516494
real_data5_testing,category_flip,munro_microabcess,0,DecisionTreeClassifier,0.9131081278005768,0.09090909090909072,-0.1899693256218653,0.4367201426024956,0.46589283389474734,0.5639419404125287,0.5906768055740357
real_data5_testing,category_flip,munro_microabcess,0,RandomForestClassifier,0.9890914826632731,0.121212121212121,0.9337237117316952,0.8538324420677362,0.8368888276875637,0.9660809778456838,0.6777370443255984
real_data5_testing,category_flip,munro_microabcess,1,DecisionTreeClassifier,0.9335111625923549,0.09090909090909072,-0.2999073549326796,0.46167557932263825,0.5742625092543729,0.575553857906799,0.5076689822857047
real_data5_testing,category_flip,munro_microabcess,1,RandomForestClassifier,0.9630160554986797,0.121212121212121,0.9350241202810594,0.8003565062388593,0.6686982105173361,0.9321619556913674,0.5766151850009156
real_data5_testing,category_flip,munro_microabcess,2,DecisionTreeClassifier,0.9304343044940492,0.15151515151515138,-0.44288274864254107,0.48306595365418903,0.5820300294313387,0.6094728800611153,0.6140600770952969
real_data5_testing,category_flip,munro_microabcess,2,RandomForestClassifier,0.9807954595318161,0.15151515151515138,0.8923765304680696,0.8502673796791445,0.8212302928292632,0.9663865546218486,0.6752279281264014
real_data5_testing,category_flip,munro_microabcess,3,DecisionTreeClassifier,0.9400599930274184,0.18181818181818166,-0.28371485540197994,0.4795008912655972,0.6252932304980972,0.5728036669213139,0.5770176902561973
real_data5_testing,category_flip,munro_microabcess,3,RandomForestClassifier,0.9739091303787365,0.030303030303030054,0.939866560900969,0.7967914438502675,0.7637743226414409,0.9382734912146676,0.5797623588977155
real_data5_testing,category_flip,munro_microabcess,4,DecisionTreeClassifier,0.9675900368686173,0.030303030303030054,-0.3281304521892465,0.4795008912655972,0.7092015315502807,0.6097784568372803,0.49875397664771093
real_data5_testing,category_flip,munro_microabcess,4,RandomForestClassifier,0.9850562759515493,0.15151515151515138,0.930202436532959,0.8181818181818183,0.8215671488731705,0.9443850267379679,0.5795466402085857
real_data5_testing,category_flip,focal_hypergranulosis,0,DecisionTreeClassifier,0.9622926204299033,0.030303030303030054,-0.23935584137579013,0.49019607843137264,0.6406265084261893,0.6241405653170359,0.5961043571079527
real_data5_testing,category_flip,focal_hypergranulosis,0,RandomForestClassifier,0.9798358694401255,0.15151515151515138,0.8847887864851388,0.8039215686274511,0.7552407737882959,0.9349121466768526,0.5467665871763118
real_data5_testing,category_flip,focal_hypergranulosis,1,DecisionTreeClassifier,0.8337487062646937,0.09090909090909072,-0.599569496841728,0.15151515151515152,0.25845425783830045,0.1660809778456837,0.5518670414069198
real_data5_testing,category_flip,focal_hypergranulosis,1,RandomForestClassifier,0.992871659976813,0.2424242424242422,0.8863213895049975,0.8431372549019609,0.8772333127968378,0.9575248281130634,0.7411299773488547
real_data5_testing,category_flip,focal_hypergranulosis,2,DecisionTreeClassifier,0.9721160076259834,0.09090909090909072,-0.27858030790305,0.536541889483066,0.7288117543604229,0.629640947288006,0.5090568862588831
real_data5_testing,category_flip,focal_hypergranulosis,2,RandomForestClassifier,0.9853235890243297,0.121212121212121,0.9572645143060684,0.8467023172905528,0.8036907487308421,0.9569136745607332,0.5975908481076696
real_data5_testing,category_flip,focal_hypergranulosis,3,DecisionTreeClassifier,0.9637165967144928,0.06060606060606044,0.9020698415257206,0.48306595365418903,0.6339042279665135,0.6510313216195569,0.5254012278072109
real_data5_testing,category_flip,focal_hypergranulosis,3,RandomForestClassifier,0.980177066397073,0.06060606060606044,0.9170188184610985,0.7789661319073085,0.770351845144412,0.9281894576012223,0.5696617647965547
real_data5_testing,category_flip,focal_hypergranulosis,4,DecisionTreeClassifier,0.9498764449741365,0.15151515151515138,-0.38938061015068803,0.41176470588235303,0.5909162331823072,0.5318563789152024,0.589902010198738
real_data5_testing,category_flip,focal_hypergranulosis,4,RandomForestClassifier,0.9698460403328754,0.09090909090909072,0.9540559798437255,0.8039215686274511,0.7435995209533387,0.9346065699006875,0.5169633801899318
real_data5_testing,category_flip,disappearance_of_the_granular_layer,0,DecisionTreeClassifier,0.9677864760398533,0.030303030303030054,0.5937036337777342,0.518716577540107,0.6301861132697111,0.6510313216195569,0.5632560769946776
real_data5_testing,category_flip,disappearance_of_the_granular_layer,0,RandomForestClassifier,0.9961443921167431,0.2424242424242422,0.9324209908113646,0.8360071301247772,0.9126492274259201,0.9495798319327731,0.6332825355121287
real_data5_testing,category_flip,disappearance_of_the_granular_layer,1,DecisionTreeClassifier,0.9729861069118766,0.030303030303030054,0.6255296956021337,0.554367201426025,0.7230126368760604,0.7295645530939647,0.5112918679809235
real_data5_testing,category_flip,disappearance_of_the_granular_layer,1,RandomForestClassifier,0.9941176015294878,0.121212121212121,0.9363597682706682,0.8431372549019609,0.8957017216995831,0.9495798319327731,0.6352026986425579
real_data5_testing,category_flip,disappearance_of_the_granular_layer,2,DecisionTreeClassifier,0.9143414827682232,0.09090909090909072,0.6878365833177914,0.4081996434937612,0.41850455560865363,0.5599694423223834,0.5783257514787736
real_data5_testing,category_flip,disappearance_of_the_granular_layer,2,RandomForestClassifier,0.98839566146324,0.18181818181818166,0.9597077312376098,0.8253119429590019,0.8452470735418331,0.9541634835752483,0.6684389213014996
real_data5_testing,category_flip,disappearance_of_the_granular_layer,3,DecisionTreeClassifier,0.9477134951078154,0.15151515151515138,0.2730016198859593,0.5115864527629235,0.5567759780057677,0.6956455309396485,0.5911340531343052
real_data5_testing,category_flip,disappearance_of_the_granular_layer,3,RandomForestClassifier,0.9895237258943953,0.09090909090909072,0.9419690490323883,0.7932263814616757,0.8335838614197661,0.9376623376623376,0.6028566243100922
real_data5_testing,category_flip,disappearance_of_the_granular_layer,4,DecisionTreeClassifier,0.9687452017805585,0.09090909090909072,0.8002263866575516,0.5472370766488415,0.6460415613592569,0.6815889992360581,0.6258698177610376
real_data5_testing,category_flip,disappearance_of_the_granular_layer,4,RandomForestClassifier,0.9938441440081631,0.2424242424242422,0.9352052571901278,0.8538324420677362,0.8885965701095702,0.9633307868601986,0.6176193494131172
real_data5_testing,category_flip,vacuolisation_and_damage_of_basal_layer,0,DecisionTreeClassifier,0.9145760189281701,0.06060606060606044,-0.1821523343897935,0.4545454545454546,0.5278006782842626,0.5758594346829641,0.5070332371886896
real_data5_testing,category_flip,vacuolisation_and_damage_of_basal_layer,0,RandomForestClassifier,0.9874356023494132,0.18181818181818166,0.9101109497899236,0.8716577540106952,0.8631811506169698,0.975248281130634,0.5595445389979359
real_data5_testing,category_flip,vacuolisation_and_damage_of_basal_layer,1,DecisionTreeClassifier,0.8692896128838044,-2.220446049250313e-16,-0.5990917331664749,0.18716577540106952,0.36738620308729586,0.2357524828113063,0.4559536857911612
real_data5_testing,category_flip,vacuolisation_and_damage_of_basal_layer,1,RandomForestClassifier,0.9757131890970208,0.18181818181818166,0.8602521831650459,0.8288770053475937,0.7881207425903176,0.9578304048892282,0.6689405441777388
real_data5_testing,category_flip,vacuolisation_and_damage_of_basal_layer,2,DecisionTreeClassifier,0.9757040292939461,0.18181818181818166,-0.2777099477774194,0.5436720142602497,0.7542228081420881,0.6669213139801374,0.5576954980892322
real_data5_testing,category_flip,vacuolisation_and_damage_of_basal_layer,2,RandomForestClassifier,0.979882346063212,0.18181818181818166,0.9295195820041032,0.8395721925133691,0.7443770263852667,0.9474407944996178,0.6606282449763633
real_data5_testing,category_flip,vacuolisation_and_damage_of_basal_layer,3,DecisionTreeClassifier,0.9263593198731074,0.06060606060606044,0.8412863043636581,0.269162210338681,0.535065234880639,0.3738731856378915,0.5168551366290028
real_data5_testing,category_flip,vacuolisation_and_damage_of_basal_layer,3,RandomForestClassifier,0.9938383668098446,0.06060606060606044,0.9120890761875864,0.8823529411764708,0.8873009120763637,0.9789152024446142,0.5606015293931614
real_data5_testing,category_flip,vacuolisation_and_damage_of_basal_layer,4,DecisionTreeClassifier,0.8482236736733417,0.09090909090909072,0.7955181713400874,0.18360071301247774,0.15873931801145022,0.23055767761650112,0.5153376051045832
real_data5_testing,category_flip,vacuolisation_and_damage_of_basal_layer,4,RandomForestClassifier,0.9897541927120567,0.18181818181818166,0.9707516977049362,0.8609625668449199,0.8630060554852115,0.9654698242933536,0.5626536881434476
real_data5_testing,category_flip,spongiosis,0,DecisionTreeClassifier,0.8752473472723002,0.06060606060606044,0.6639791122902912,0.41176470588235303,0.3518954431471625,0.5449961802902978,0.469769433014281
real_data5_testing,category_flip,spongiosis,0,RandomForestClassifier,0.9900063632278218,0.33333333333333315,0.9232365458364012,0.8039215686274511,0.8442034739847712,0.9404125286478227,0.7640445682775882
real_data5_testing,category_flip,spongiosis,1,DecisionTreeClassifier,0.9567550109238625,0.06060606060606044,0.7791974408121253,0.5614973262032087,0.6297733266700469,0.7521772345301757,0.5910212747767463
real_data5_testing,category_flip,spongiosis,1,RandomForestClassifier,0.9939891377382893,0.06060606060606044,0.9225137635967512,0.8680926916221036,0.903385030869625,0.9645530939648587,0.4734468882945116
real_data5_testing,category_flip,spongiosis,2,DecisionTreeClassifier,0.876582686110632,-2.220446049250313e-16,0.6388436427818227,0.3262032085561498,0.3221314605892229,0.44079449961802897,0.5293428154858991
real_data5_testing,category_flip,spongiosis,2,RandomForestClassifier,0.9888214116081763,0.09090909090909072,0.8831375269961851,0.8645276292335118,0.8512471628276548,0.9660809778456838,0.49595979103802285
real_data5_testing,category_flip,spongiosis,3,DecisionTreeClassifier,0.922236019580658,0.121212121212121,0.6433020371021971,0.38324420677361865,0.4697480777251476,0.5367456073338426,0.5934082030978347
real_data5_testing,category_flip,spongiosis,3,RandomForestClassifier,0.9895571074941206,0.30303030303030287,0.9165329830565034,0.8538324420677362,0.8630942549212521,0.9621084797555384,0.6518807835690539
real_data5_testing,category_flip,spongiosis,4,DecisionTreeClassifier,0.8998423093160575,0.030303030303030054,0.6745211359115415,0.3262032085561498,0.2029111394921973,0.4245989304812834,0.4933257480170341
real_data5_testing,category_flip,spongiosis,4,RandomForestClassifier,0.9963035210531888,0.2727272727272726,0.9193986176324963,0.8823529411764708,0.9201672751046046,0.9734148204736438,0.7083556948233769
real_data5_testing,category_flip,saw-tooth_appearance_of_retes,0,DecisionTreeClassifier,0.9540571363324586,0.06060606060606044,-0.71635456558711,0.4581105169340464,0.6813987037213922,0.5657754010695187,0.5194946116995778
real_data5_testing,category_flip,saw-tooth_appearance_of_retes,0,RandomForestClassifier,0.9902174626321254,0.09090909090909072,0.9248036074212779,0.8966131907308379,0.8838080676644926,0.9810542398777692,0.4919296702065964
real_data5_testing,category_flip,saw-tooth_appearance_of_retes,1,DecisionTreeClassifier,0.9645559597527167,0.18181818181818166,-0.4560702165121333,0.5222816399286988,0.6363047153677908,0.6183346065699006,0.5588198625892795
real_data5_testing,category_flip,saw-tooth_appearance_of_retes,1,RandomForestClassifier,0.9918261409316942,0.121212121212121,0.9044147274661866,0.8502673796791445,0.8586790422597685,0.9673032849503436,0.531059061687826
real_data5_testing,category_flip,saw-tooth_appearance_of_retes,2,DecisionTreeClassifier,0.9556110460378839,0.121212121212121,-0.5004123600580237,0.38680926916221037,0.6472749964794113,0.5086325439266615,0.5494073741776508
real_data5_testing,category_flip,saw-tooth_appearance_of_retes,2,RandomForestClassifier,0.9859458551371489,0.06060606060606044,0.8972521178488087,0.8181818181818183,0.8190426158308781,0.9550802139037432,0.5654217993784643
real_data5_testing,category_flip,saw-tooth_appearance_of_retes,3,DecisionTreeClassifier,0.8928495627574741,0.06060606060606044,-0.21107891604118323,0.11942959001782533,0.38878620862503677,0.1706646294881589,0.5724893387481249
real_data5_testing,category_flip,saw-tooth_appearance_of_retes,3,RandomForestClassifier,0.9942320081904444,0.2424242424242422,0.8831638207354471,0.8146167557932265,0.8880785081723725,0.9456073338426279,0.6277943501113115
real_data5_testing,category_flip,saw-tooth_appearance_of_retes,4,DecisionTreeClassifier,0.9179722466238449,-2.220446049250313e-16,-0.6454502267569029,0.376114081996435,0.5743467872030232,0.44904507257448434,0.5301980743456784
real_data5_testing,category_flip,saw-tooth_appearance_of_retes,4,RandomForestClassifier,0.9866565670015415,0.2424242424242422,0.9589967742463719,0.8146167557932265,0.8184683757297058,0.947746371275783,0.6629140973283641
real_data5_testing,category_flip,follicular_horn_plug,0,DecisionTreeClassifier,0.9750388739778546,0.2424242424242422,0.8647654771611937,0.6470588235294118,0.8194215866747361,0.7118411000763941,0.5500521283496854
real_data5_testing,category_flip,follicular_horn_plug,0,RandomForestClassifier,0.9778318911074984,0.18181818181818166,0.9198896315991346,0.8110516934046347,0.7941721722128828,0.948663101604278,0.6911970817293793
real_data5_testing,category_flip,follicular_horn_plug,1,DecisionTreeClassifier,0.909784011966841,0.21212121212121193,0.903298032854577,0.4402852049910874,0.5051185543072705,0.4777692895339954,0.6176736326198577
real_data5_testing,category_flip,follicular_horn_plug,1,RandomForestClassifier,0.9892564283208836,-2.220446049250313e-16,0.9306063623671481,0.7754010695187167,0.8310097859283121,0.9318563789152022,0.4992042303643598
real_data5_testing,category_flip,follicular_horn_plug,2,DecisionTreeClassifier,0.9678789256359083,0.121212121212121,0.8334875929222003,0.536541889483066,0.6822985949063942,0.5874713521772346,0.5337653614422125
real_data5_testing,category_flip,follicular_horn_plug,2,RandomForestClassifier,0.9906489862955441,0.06060606060606044,0.933291550523117,0.7932263814616757,0.8468504369771248,0.9352177234530175,0.6157932175422239
real_data5_testing,category_flip,follicular_horn_plug,3,DecisionTreeClassifier,0.967209814818881,0.06060606060606044,0.8691265205117944,0.5080213903743316,0.6394743737244448,0.5627196333078686,0.5636836567986523
real_data5_testing,category_flip,follicular_horn_plug,3,RandomForestClassifier,0.9825636579642635,0.09090909090909072,0.953067841612041,0.732620320855615,0.7838210589575489,0.8884644766997707,0.5337727635786
real_data5_testing,category_flip,follicular_horn_plug,4,DecisionTreeClassifier,0.9397455662840222,0.09090909090909072,-0.8369939987669746,0.269162210338681,0.48555888722011603,0.29075630252100837,0.4781198975411215
real_data5_testing,category_flip,follicular_horn_plug,4,RandomForestClassifier,0.9869520372890541,0.030303030303030054,0.789140077069024,0.7433155080213905,0.8175088294146878,0.8954927425515661,0.46124294784227
real_data5_testing,category_flip,perifollicular_parakeratosis,0,DecisionTreeClassifier,0.9770497473991487,-2.220446049250313e-16,-0.302990370848766,0.6506238859180037,0.6330275472773126,0.7090909090909091,0.5555310911810265
real_data5_testing,category_flip,perifollicular_parakeratosis,0,RandomForestClassifier,0.98018860693936,0.09090909090909072,0.9537785568007767,0.7896613190730838,0.7726984108029838,0.9330786860198624,0.5052916909282815
real_data5_testing,category_flip,perifollicular_parakeratosis,1,DecisionTreeClassifier,0.9563556745046182,0.36363636363636354,-0.29191713683396325,0.4973262032085562,0.6921265390631068,0.5141329258976317,0.6353621071540502
real_data5_testing,category_flip,perifollicular_parakeratosis,1,RandomForestClassifier,0.9870822833910645,0.21212121212121193,0.9815903017520061,0.7718360071301248,0.8204515835833996,0.9159663865546219,0.6239106497010221
real_data5_testing,category_flip,perifollicular_parakeratosis,2,DecisionTreeClassifier,0.9462992778490065,0.18181818181818166,-0.028717178995763204,0.46167557932263825,0.6674124404532544,0.5083269671504965,0.6221947878752588
real_data5_testing,category_flip,perifollicular_parakeratosis,2,RandomForestClassifier,0.9768357007479814,0.2727272727272726,0.9807875065830773,0.7611408199643495,0.7834202865698916,0.9122994652406416,0.5959894439245174
real_data5_testing,category_flip,perifollicular_parakeratosis,3,DecisionTreeClassifier,0.9687322843956668,0.2424242424242422,0.8868580514935955,0.5579322638146168,0.7823881416813718,0.628113063407181,0.5633022397476539
real_data5_testing,category_flip,perifollicular_parakeratosis,3,RandomForestClassifier,0.9652865720356828,0.09090909090909072,0.9120088358867869,0.6755793226381462,0.692085883189236,0.8591291061879297,0.5250463661655844
real_data5_testing,category_flip,perifollicular_parakeratosis,4,DecisionTreeClassifier,0.9723273665715126,0.030303030303030054,0.8950389713936538,0.6399286987522282,0.6676541421903939,0.6427807486631015,0.5490770967649122
real_data5_testing,category_flip,perifollicular_parakeratosis,4,RandomForestClassifier,0.9905315982153075,0.21212121212121193,0.9498669307069286,0.8181818181818183,0.8627110570721128,0.9352177234530175,0.5476798495632432
real_data5_testing,category_flip,inflammatory_monoluclear_inflitrate,0,DecisionTreeClassifier,0.9288945368619317,0.06060606060606044,0.6392433145021708,0.46167557932263825,0.48865633237337414,0.6250572956455309,0.5417962217364455
real_data5_testing,category_flip,inflammatory_monoluclear_inflitrate,0,RandomForestClassifier,0.9915469370873263,0.18181818181818166,0.9533112415822913,0.8110516934046347,0.8715864053995064,0.9382734912146676,0.679108111201515
real_data5_testing,category_flip,inflammatory_monoluclear_inflitrate,1,DecisionTreeClassifier,0.9432847806626362,0.121212121212121,0.6763443297492567,0.38680926916221037,0.5762743869028419,0.5309396485867074,0.5665226186011967
real_data5_testing,category_flip,inflammatory_monoluclear_inflitrate,1,RandomForestClassifier,0.9886931725289133,0.09090909090909072,0.9697738278329741,0.8395721925133691,0.852185123466489,0.9532467532467532,0.6698978743505117
real_data5_testing,category_flip,inflammatory_monoluclear_inflitrate,2,DecisionTreeClassifier,0.916911632002841,0.15151515151515138,0.8370628857605312,0.5472370766488415,0.4327277004337593,0.7497326203208555,0.5743540117377794
real_data5_testing,category_flip,inflammatory_monoluclear_inflitrate,2,RandomForestClassifier,0.99479844910675,0.121212121212121,0.9669696701423556,0.8467023172905528,0.9033731166380143,0.9572192513368982,0.576346218954329
real_data5_testing,category_flip,inflammatory_monoluclear_inflitrate,3,DecisionTreeClassifier,0.9326881916779309,0.09090909090909072,0.7123155215596324,0.35115864527629237,0.4793998433548613,0.5193277310924369,0.6346157106050061
real_data5_testing,category_flip,inflammatory_monoluclear_inflitrate,3,RandomForestClassifier,0.9931616584588101,0.21212121212121193,0.9623930931499975,0.8467023172905528,0.8830307052287107,0.9624140565317034,0.6291377769272811
real_data5_testing,category_flip,inflammatory_monoluclear_inflitrate,4,DecisionTreeClassifier,0.9007836715662375,-2.220446049250313e-16,0.564407519281814,0.4688057040998218,0.3543708794464836,0.6666157372039725,0.4566053094330052
real_data5_testing,category_flip,inflammatory_monoluclear_inflitrate,4,RandomForestClassifier,0.9956832199602014,0.2424242424242422,0.9693081837362127,0.8680926916221036,0.9094734853432052,0.9688311688311688,0.7402770966035734
real_data5_testing,category_flip,band-like_infiltrate,0,DecisionTreeClassifier,0.8908313734195076,0.09090909090909072,-0.5529100063501857,0.20142602495543677,0.3105752706526609,0.21802902979373567,0.576978971752673
real_data5_testing,category_flip,band-like_infiltrate,0,RandomForestClassifier,0.9871980156143403,0.06060606060606044,0.8687491259990048,0.8039215686274511,0.8265105422071622,0.9379679144385026,0.4633710343118963
real_data5_testing,category_flip,band-like_infiltrate,1,DecisionTreeClassifier,0.8769682344111609,-2.220446049250313e-16,0.9377712948143884,0.29055258467023176,0.19879437920119794,0.281283422459893,0.5201068252280682
real_data5_testing,category_flip,band-like_infiltrate,1,RandomForestClassifier,0.9887357605085925,0.09090909090909072,0.9165754534102799,0.8217468805704101,0.838996844444102,0.9422459893048126,0.5209048085301178
real_data5_testing,category_flip,band-like_infiltrate,2,DecisionTreeClassifier,0.9239710181297506,0.06060606060606044,-0.6091013570549508,0.20855614973262035,0.44647183503410465,0.25775401069518716,0.5552707660116005
real_data5_testing,category_flip,band-like_infiltrate,2,RandomForestClassifier,0.9816773273988153,0.15151515151515138,0.8921930811687061,0.8039215686274511,0.7488545195817338,0.9367456073338426,0.639745365101283
real_data5_testing,category_flip,band-like_infiltrate,3,DecisionTreeClassifier,0.8742464658458056,0.030303030303030054,-0.4941781258229321,0.23351158645276296,0.33951303572472685,0.28403361344537814,0.5045539577562574
real_data5_testing,category_flip,band-like_infiltrate,3,RandomForestClassifier,0.9804583457521694,0.18181818181818166,0.853938254746091,0.7789661319073085,0.7873348921063333,0.9294117647058823,0.6378401326067182
real_data5_testing,category_flip,band-like_infiltrate,4,DecisionTreeClassifier,0.9242686926692336,0.15151515151515138,0.9224315455350499,0.21212121212121213,0.4199388576429969,0.27547746371275783,0.5673551401881384
real_data5_testing,category_flip,band-like_infiltrate,4,RandomForestClassifier,0.9871968729749189,0.030303030303030054,0.9649880062485644,0.8573975044563281,0.8433321615067082,0.9666921313980136,0.40711528715714684
real_data5_testing,category_flip,class,0,DecisionTreeClassifier,0.9385869434262055,0.15151515151515138,-0.11717173267978631,0.4010695187165776,0.40337851274833536,0.5254392666157373,0.6435622805722822
real_data5_testing,category_flip,class,0,RandomForestClassifier,0.9745791802241426,0.030303030303030054,0.6377971584350004,0.6434937611408201,0.7669158609384286,0.7992360580595874,0.5188089583875912
real_data5_testing,category_flip,class,1,DecisionTreeClassifier,0.9364960377020015,0.121212121212121,0.4303928679208082,0.3012477718360072,0.4248520329059866,0.44751718869365925,0.6182290551546807
real_data5_testing,category_flip,class,1,RandomForestClassifier,0.9731372603015614,0.06060606060606044,0.781015486015936,0.6755793226381462,0.74602624643398,0.8612681436210847,0.4649475368242073
real_data5_testing,category_flip,class,2,DecisionTreeClassifier,0.9372639250964397,0.121212121212121,0.5033613881304582,0.4081996434937612,0.44276397024470476,0.5101604278074866,0.563143740488612
real_data5_testing,category_flip,class,2,RandomForestClassifier,0.9660722744077678,-2.220446049250313e-16,0.6558815319801939,0.5686274509803922,0.6769067048924584,0.7527883880825057,0.5136889924689496
real_data5_testing,category_flip,class,3,DecisionTreeClassifier,0.9052587390921651,0.21212121212121193,0.48760674282807226,0.3796791443850268,0.43798010338727456,0.4808250572956455,0.6479291568536176
real_data5_testing,category_flip,class,3,RandomForestClassifier,0.9783977365455696,0.09090909090909072,0.7468829024604844,0.6827094474153299,0.7715108811250087,0.8646294881589,0.5230009816306831
real_data5_testing,category_flip,class,4,DecisionTreeClassifier,0.9234659207709034,0.09090909090909072,0.39480860621739566,0.3262032085561498,0.28241962624177613,0.37173414820473644,0.5536096181361202
real_data5_testing,category_flip,class,4,RandomForestClassifier,0.963813709696464,0.06060606060606044,0.734882749433172,0.679144385026738,0.7051629348917766,0.8536287242169593,0.48253081743520077
real_data5_testing,correlation_mix,Age_linear,0,LinearRegression,0.8567343008094985,0.06060606060606044,-0.3610429872434686,0.358288770053476,0.1413303178573305,0.519633307868602,0.4705538504452267
real_data5_testing,correlation_mix,Age_linear,0,RandomForestRegressor,0.9925739479199325,0.2727272727272726,0.8799848522740926,0.807486631016043,0.876802882603605,0.9407181054239878,0.6235918196166179
real_data5_testing,correlation_mix,Age_linear,1,LinearRegression,0.849737155853718,-0.030303030303030498,-0.9242920477940744,0.31194295900178254,0.09110467269230046,0.44843391902215424,0.47234617531058565
real_data5_testing,correlation_mix,Age_linear,1,RandomForestRegressor,0.9799360191488955,0.18181818181818166,0.8513436425214779,0.7932263814616757,0.7881262891697116,0.9291061879297172,0.5951452612764349
real_data5_testing,correlation_mix,Age_linear,2,LinearRegression,0.8941985936741977,0.09090909090909072,0.11755689266713776,0.31550802139037437,0.2758477982420053,0.4710466004583651,0.5308524564879499
real_data5_testing,correlation_mix,Age_linear,2,RandomForestRegressor,0.9942112764892632,0.18181818181818166,0.8258773615911809,0.8039215686274511,0.879931846933452,0.9440794499618028,0.6223725065994178
real_data5_testing,correlation_mix,Age_linear,3,LinearRegression,0.8921897053037394,0.030303030303030054,-1.196190893588636,0.3440285204991088,0.3385144463759533,0.492742551566081,0.4580928322651184
real_data5_testing,correlation_mix,Age_linear,3,RandomForestRegressor,0.9927617522148068,0.18181818181818166,0.7343094318695689,0.8039215686274511,0.8745369927533164,0.9388846447669976,0.592203992868635
real_data5_testing,correlation_mix,Age_linear,4,LinearRegression,0.9295326971011997,0.030303030303030054,0.3477159215455684,0.4010695187165776,0.3705334597737634,0.5410236822001528,0.600557558516217
real_data5_testing,correlation_mix,Age_linear,4,RandomForestRegressor,0.9950956125033691,0.21212121212121193,0.9029915129683288,0.8181818181818183,0.8899510305943383,0.9501909854851031,0.6615768419396479
real_data5_testing,correlation_mix,erythema,0,DecisionTreeClassifier,0.9534247493169477,0.121212121212121,0.4673023623323085,0.5828877005347595,0.7084752639629615,0.7298701298701298,0.5862404043354419
real_data5_testing,correlation_mix,erythema,0,RandomForestClassifier,0.9983176364089462,0.36363636363636354,0.9960733053495779,0.9465240641711232,0.9546699429291463,0.9929717341482046,0.6798466858123966
real_data5_testing,correlation_mix,erythema,1,DecisionTreeClassifier,0.9309906500019894,0.06060606060606044,0.7000364467973053,0.6185383244206775,0.5304860899141941,0.8294881588999236,0.56432010925966
real_data5_testing,correlation_mix,erythema,1,RandomForestClassifier,0.9990088559482476,0.36363636363636354,0.9893169144371533,0.9180035650623887,0.959414209394564,0.9868601986249044,0.7165642412825834
