dataset,ranking_metric,utility_metric,pearson_r,pearson_p,spearman_r,spearman_p,n
real_data_testing,weightedtau,fidelity_rmse_ratio,0.2978786239707679,1.6220517217485347e-06,0.4819522366202219,6.039553448834241e-16,250
real_data_testing,weightedtau,utility_rmse_ratio,0.21071377359978624,0.0008002679234092481,0.30430080166164963,9.385593662902041e-07,250
real_data_testing,spearmanr,fidelity_accuracy_drop,0.2802224737715582,1.4529165474273946e-09,0.33666941452193416,2.1802715025859673e-13,450
real_data_testing,spearmanr,utility_accuracy_drop,0.1928096381309214,3.831180983614201e-05,0.2693692575960133,6.4001547448325654e-09,450
real_data_testing,spearmanr,fidelity_balanced_accuracy_drop,0.25756905610945413,2.98261275272995e-08,0.3174489963910953,5.405048304607151e-12,450
real_data_testing,spearmanr,utility_balanced_accuracy_drop,0.2144929142065071,4.411961453980471e-06,0.27880060350435976,1.7709922751950252e-09,450
real_data_testing,spearmanr,fidelity_rmse_ratio,0.22522532030310774,0.0003313040276073111,0.5061511287244277,1.1388185796606458e-17,250
real_data_testing,spearmanr,utility_rmse_ratio,0.1464004192977079,0.02057553363596614,0.3083225595773974,6.618356606958386e-07,250
real_data_testing,rbo,fidelity_accuracy_drop,0.39819310453600143,1.5011780605165338e-18,0.372245341514753,3.0837983093449875e-16,450
real_data_testing,rbo,utility_accuracy_drop,0.3173633593214521,5.480158460012468e-12,0.3310428225700666,5.713404638664625e-13,450
real_data_testing,rbo,fidelity_balanced_accuracy_drop,0.3694689295405779,5.302971282595299e-16,0.35852139393215415,4.274928010383824e-15,450
real_data_testing,rbo,utility_balanced_accuracy_drop,0.32286051183993575,2.239561753419877e-12,0.3327440598478731,4.278542732716028e-13,450
real_data_testing,rbo,fidelity_rmse_ratio,0.4709814229905001,3.3041735335348076e-15,0.48741073174301175,2.5341094900734683e-16,250
real_data_testing,rbo,utility_rmse_ratio,0.3677194376431886,2.0171044843862787e-09,0.27051548121879765,1.4449137681896939e-05,250
real_data_testing,ndcg_score,fidelity_accuracy_drop,0.25471119526747144,4.2813468443991356e-08,0.34807392444261565,2.910373941401605e-14,450
real_data_testing,ndcg_score,utility_accuracy_drop,0.19537202792838126,3.0032102423923414e-05,0.30277051244735614,5.400551487107248e-11,450
real_data_testing,ndcg_score,fidelity_balanced_accuracy_drop,0.23549335855861667,4.351279418846743e-07,0.3390150622346952,1.4506208518927894e-13,450
real_data_testing,ndcg_score,utility_balanced_accuracy_drop,0.21574113774044332,3.868420692140827e-06,0.31606118468641897,6.756061905086081e-12,450
real_data_testing,ndcg_score,fidelity_rmse_ratio,0.22958990147351518,0.0002512659750275635,0.4855219032418168,3.428495897799117e-16,250
real_data_testing,ndcg_score,utility_rmse_ratio,0.15458935300580318,0.014415123218978395,0.31712510678682665,3.025144907252218e-07,250
