dataset,perturbation,metric,median,ci_lower,ci_upper,n
real_data2_testing,mean_variance_drift,mae,1.0844560875981375,0.9237448322957453,1.1702602536407634,90
real_data2_testing,mean_variance_drift,rmse,1.6505323773340121,1.5240687533262651,1.7624859799930215,90
real_data2_testing,mean_variance_drift,r2,0.5863403637454393,0.5678155871063492,0.5956082166915707,90
real_data2_testing,mean_variance_drift,kendalltau,1.0,1.0,1.0,100
real_data2_testing,mean_variance_drift,weightedtau,1.0,1.0,1.0,100
real_data2_testing,mean_variance_drift,spearmanr,1.0,1.0,1.0,100
real_data2_testing,mean_variance_drift,ndcg_score,1.0,1.0,1.0,100
real_data2_testing,mean_variance_drift,rbo,1.0,1.0,1.0,100
real_data2_testing,noise_injection,accuracy,0.95,0.9392857142857143,0.9714285714285714,10
real_data2_testing,noise_injection,balanced_accuracy,0.9445199275362319,0.9266304347826086,0.9682971014492754,10
real_data2_testing,noise_injection,macro_f1,0.9445199275362319,0.9319001151835317,0.9682971014492754,10
real_data2_testing,noise_injection,mae,1.0844560875981375,0.9250751684083388,1.1716187170240608,90
real_data2_testing,noise_injection,rmse,1.6505323773340121,1.5248458953429298,1.7781454468501794,90
real_data2_testing,noise_injection,r2,0.5863403637454393,0.5678155871063492,0.599481589268463,90
real_data2_testing,noise_injection,kendalltau,0.8333333333333334,0.7777777777777778,0.8888888888888888,100
real_data2_testing,noise_injection,weightedtau,0.836881049235517,0.7573467527002387,0.9033621475662784,100
real_data2_testing,noise_injection,spearmanr,0.9500000000000001,0.9166666666666666,0.9666666666666667,100
real_data2_testing,noise_injection,ndcg_score,0.984681261204902,0.9782238456966705,0.994141471156394,100
real_data2_testing,noise_injection,rbo,0.809126984126984,0.7658333333333333,0.8729497354497353,100
real_data2_testing,category_flip,accuracy,0.95,0.9392857142857143,0.9714285714285714,10
real_data2_testing,category_flip,balanced_accuracy,0.9445199275362319,0.9266304347826086,0.9682971014492754,10
real_data2_testing,category_flip,macro_f1,0.9445199275362319,0.9320714675006813,0.9682971014492754,10
real_data2_testing,category_flip,mae,1.0844560875981375,0.9250751684083388,1.166290666032461,90
real_data2_testing,category_flip,rmse,1.6505323773340121,1.5248458953429298,1.808378060437331,90
real_data2_testing,category_flip,r2,0.5863403637454393,0.5678230006063919,0.6008491852061573,90
real_data2_testing,category_flip,kendalltau,0.7777777777777778,0.6666666666666666,0.8333333333333334,100
real_data2_testing,category_flip,weightedtau,0.814078061439192,0.7393042502454763,0.8707567681301726,100
real_data2_testing,category_flip,spearmanr,0.8833333333333333,0.8206249999999999,0.9166666666666666,100
real_data2_testing,category_flip,ndcg_score,0.9844632975750249,0.9740263171211171,0.9915938971464666,100
real_data2_testing,category_flip,rbo,0.7373677248677248,0.7119047619047618,0.7683862433862434,100
real_data2_testing,correlation_mix,accuracy,0.95,0.9392857142857143,0.9714285714285714,10
real_data2_testing,correlation_mix,balanced_accuracy,0.9445199275362319,0.9264039855072463,0.9682971014492754,10
real_data2_testing,correlation_mix,macro_f1,0.9445199275362319,0.9313969377442828,0.9682971014492754,10
real_data2_testing,correlation_mix,mae,1.0844560875981375,0.9237448322957453,1.1702602536407634,90
real_data2_testing,correlation_mix,rmse,1.6505323773340121,1.52369275984348,1.756256675767448,90
real_data2_testing,correlation_mix,r2,0.5863403637454393,0.5668649641715572,0.595384821382333,90
real_data2_testing,correlation_mix,kendalltau,0.4444444444444444,0.4444444444444444,0.5,100
real_data2_testing,correlation_mix,weightedtau,0.3893954271286296,0.33000771496703607,0.4827640622808247,100
real_data2_testing,correlation_mix,spearmanr,0.5499999999999999,0.48333333333333334,0.625,100
real_data2_testing,correlation_mix,ndcg_score,0.8924931141705651,0.8538776068392596,0.9279329272311656,100
real_data2_testing,correlation_mix,rbo,0.6068121693121693,0.5832010582010582,0.6294973544973544,100
real_data2_testing,missingness_mcar,accuracy,0.95,0.9392857142857143,0.9714285714285714,10
real_data2_testing,missingness_mcar,balanced_accuracy,0.9445199275362319,0.9264039855072463,0.9682971014492754,10
real_data2_testing,missingness_mcar,macro_f1,0.9445199275362319,0.931745082134682,0.9721997598284784,10
real_data2_testing,missingness_mcar,mae,1.0844560875981375,0.9204435152651405,1.1727944033923228,90
real_data2_testing,missingness_mcar,rmse,1.6505323773340121,1.52369275984348,1.756256675767448,90
real_data2_testing,missingness_mcar,r2,0.5863403637454393,0.5696337109583767,0.5967460188190676,90
real_data2_testing,missingness_mcar,kendalltau,0.5,0.4444444444444444,0.5555555555555556,100
real_data2_testing,missingness_mcar,weightedtau,0.5783156824239024,0.4856196959601628,0.617417853135082,100
real_data2_testing,missingness_mcar,spearmanr,0.6333333333333333,0.5916666666666667,0.6833333333333333,100
real_data2_testing,missingness_mcar,ndcg_score,0.9444086594535951,0.9374829571702233,0.9583841431812654,100
real_data2_testing,missingness_mcar,rbo,0.6294973544973544,0.6012218915343915,0.6586640211640212,100
real_data_testing,mean_variance_drift,accuracy,0.6229508196721312,0.6065573770491803,0.6557377049180327,90
real_data_testing,mean_variance_drift,balanced_accuracy,0.4401962150523532,0.4187190552890033,0.49001884131194473,90
real_data_testing,mean_variance_drift,macro_f1,0.4412941004245352,0.41441163003663006,0.46017699115044247,90
real_data_testing,mean_variance_drift,mae,12.702377049180328,6.440367205718243,13.517704918032788,50
real_data_testing,mean_variance_drift,rmse,16.525909707040285,8.068920378209278,17.678396540243313,50
real_data_testing,mean_variance_drift,r2,0.2211860167219606,0.13486496549371063,0.2909095946772802,50
real_data_testing,mean_variance_drift,kendalltau,0.9999999999999998,0.9999999999999998,0.9999999999999998,140
real_data_testing,mean_variance_drift,weightedtau,1.0,1.0,1.0,140
real_data_testing,mean_variance_drift,spearmanr,1.0,1.0,1.0,140
real_data_testing,mean_variance_drift,ndcg_score,0.9999999999999997,0.9999999999999997,0.9999999999999997,140
real_data_testing,mean_variance_drift,rbo,1.0,1.0,1.0,140
real_data_testing,noise_injection,accuracy,0.6229508196721312,0.6065573770491803,0.6557377049180327,90
real_data_testing,noise_injection,balanced_accuracy,0.4401962150523532,0.41696781517094017,0.4892879190656772,90
real_data_testing,noise_injection,macro_f1,0.4412941004245352,0.4177655677655678,0.46017699115044247,90
real_data_testing,noise_injection,mae,12.702377049180328,6.658363253858757,13.523463666310326,50
real_data_testing,noise_injection,rmse,16.525909707040285,8.203723464898399,17.50470205174827,50
real_data_testing,noise_injection,r2,0.2211860167219606,0.13672679037291263,0.28633264593816343,50
real_data_testing,noise_injection,kendalltau,0.8717948717948716,0.846153846153846,0.8717948717948716,140
real_data_testing,noise_injection,weightedtau,0.900967981479817,0.8669109180858872,0.9131014325567436,140
real_data_testing,noise_injection,spearmanr,0.9532967032967034,0.9395604395604396,0.9615384615384615,140
real_data_testing,noise_injection,ndcg_score,0.9919041237863284,0.9904939639427548,0.9953844685343586,140
real_data_testing,noise_injection,rbo,0.8250444000443999,0.7925815503940503,0.8513879176379177,140
real_data_testing,category_flip,accuracy,0.6229508196721312,0.6065573770491803,0.6557377049180327,90
real_data_testing,category_flip,balanced_accuracy,0.4401962150523532,0.4152213792236612,0.4882478632478633,90
real_data_testing,category_flip,macro_f1,0.4412941004245352,0.4110576923076923,0.46017699115044247,90
real_data_testing,category_flip,mae,12.702377049180328,6.658363253858757,13.517704918032788,50
real_data_testing,category_flip,rmse,16.525909707040285,8.218037965596753,17.50470205174827,50
real_data_testing,category_flip,r2,0.2211860167219606,0.12893387714410084,0.27792543554183574,50
real_data_testing,category_flip,kendalltau,0.7307692307692306,0.7179487179487178,0.7948717948717947,140
real_data_testing,category_flip,weightedtau,0.7737639249687099,0.7203988884167123,0.8251724705124728,140
real_data_testing,category_flip,spearmanr,0.8873626373626373,0.8626373626373626,0.9230769230769231,140
real_data_testing,category_flip,ndcg_score,0.9801946816708085,0.9695568284485392,0.9868367214277978,140
real_data_testing,category_flip,rbo,0.7226481851481852,0.6886724386724388,0.744532307969808,140
real_data_testing,correlation_mix,accuracy,0.6229508196721312,0.6065573770491803,0.6557377049180327,90
real_data_testing,correlation_mix,balanced_accuracy,0.4401962150523532,0.4187767094017094,0.4909486047955875,90
real_data_testing,correlation_mix,macro_f1,0.4412941004245352,0.41441163003663006,0.46017699115044247,90
real_data_testing,correlation_mix,mae,12.702377049180328,6.541988109206966,13.517704918032788,50
real_data_testing,correlation_mix,rmse,16.525909707040285,8.203723464898399,17.678396540243313,50
real_data_testing,correlation_mix,r2,0.2211860167219606,0.13135781795568474,0.28633264593816343,50
real_data_testing,correlation_mix,kendalltau,0.6923076923076922,0.6410256410256409,0.7435897435897434,140
real_data_testing,correlation_mix,weightedtau,0.7213792608971725,0.6403434255997492,0.769396569903423,140
real_data_testing,correlation_mix,spearmanr,0.8653846153846154,0.8227335164835164,0.8915521978021977,140
real_data_testing,correlation_mix,ndcg_score,0.9716058131460987,0.9584235295174008,0.9795881025225978,140
real_data_testing,correlation_mix,rbo,0.7138264513264513,0.692973692973693,0.749759546009546,140
real_data_testing,missingness_mcar,accuracy,0.6229508196721312,0.6065573770491803,0.6557377049180327,90
real_data_testing,missingness_mcar,balanced_accuracy,0.4401962150523532,0.4192507842044287,0.49001884131194473,90
real_data_testing,missingness_mcar,macro_f1,0.4412941004245352,0.41184210703512175,0.46017699115044247,90
real_data_testing,missingness_mcar,mae,12.702377049180328,6.56407301579959,13.501952650895545,50
real_data_testing,missingness_mcar,rmse,16.525909707040285,8.203723464898399,17.50470205174827,50
real_data_testing,missingness_mcar,r2,0.2211860167219606,0.13135781795568474,0.27373036528845957,50
real_data_testing,missingness_mcar,kendalltau,0.6923076923076922,0.6282051282051281,0.7435897435897434,140
real_data_testing,missingness_mcar,weightedtau,0.7149243785375071,0.5984739199250491,0.7494423686124901,140
real_data_testing,missingness_mcar,spearmanr,0.8516483516483516,0.801923076923077,0.8791208791208791,140
real_data_testing,missingness_mcar,ndcg_score,0.9685656682325465,0.9543919323325094,0.9767588802271179,140
real_data_testing,missingness_mcar,rbo,0.6886738261738261,0.6641382228882229,0.7076590076590075,140
real_data3_testing,mean_variance_drift,accuracy,0.7028985507246377,0.644927536231884,0.7391304347826086,10
real_data3_testing,mean_variance_drift,balanced_accuracy,0.6963362068965517,0.6329741379310345,0.7194935344827585,10
real_data3_testing,mean_variance_drift,macro_f1,0.6958543563982866,0.6394768731464567,0.7177272727272728,10
real_data3_testing,mean_variance_drift,mae,6.448622947535068,4.726419281553616,9.595690712338595,60
real_data3_testing,mean_variance_drift,rmse,10.103850220185482,6.290384656794431,15.527938060386125,60
real_data3_testing,mean_variance_drift,r2,0.16822083265381482,0.10720220304782214,0.2544425776861743,60
real_data3_testing,mean_variance_drift,kendalltau,0.9999999999999999,0.9999999999999999,0.9999999999999999,70
real_data3_testing,mean_variance_drift,weightedtau,1.0,1.0,1.0,70
real_data3_testing,mean_variance_drift,spearmanr,1.0,1.0,1.0,70
real_data3_testing,mean_variance_drift,ndcg_score,1.0,1.0,1.0,70
real_data3_testing,mean_variance_drift,rbo,1.0,1.0,1.0,70
real_data3_testing,noise_injection,accuracy,0.7028985507246377,0.644927536231884,0.7391304347826086,10
real_data3_testing,noise_injection,balanced_accuracy,0.6963362068965517,0.625,0.7213362068965518,10
real_data3_testing,noise_injection,macro_f1,0.6958543563982866,0.6465637813177906,0.7227894997203941,10
real_data3_testing,noise_injection,mae,6.448622947535068,4.735263049620451,9.58176003775695,60
real_data3_testing,noise_injection,rmse,10.103850220185482,6.242058615000731,16.220159934723274,60
real_data3_testing,noise_injection,r2,0.16822083265381482,0.10532315962987293,0.25640084864302193,60
real_data3_testing,noise_injection,kendalltau,0.8666666666666666,0.7333333333333333,0.8666666666666666,70
real_data3_testing,noise_injection,weightedtau,0.8639455782312926,0.7619047619047619,0.9047619047619049,70
real_data3_testing,noise_injection,spearmanr,0.942857142857143,0.8857142857142858,0.942857142857143,70
real_data3_testing,noise_injection,ndcg_score,0.990356213041867,0.9829644485920512,0.9948938993092976,70
real_data3_testing,noise_injection,rbo,0.8694444444444445,0.7861111111111111,0.9208333333333333,70
real_data3_testing,category_flip,accuracy,0.7028985507246377,0.6594202898550725,0.7391304347826086,10
real_data3_testing,category_flip,balanced_accuracy,0.6963362068965517,0.625,0.7150862068965518,10
real_data3_testing,category_flip,macro_f1,0.6958543563982866,0.648611111111111,0.7177272727272728,10
real_data3_testing,category_flip,mae,6.448622947535068,4.808518115942029,9.595690712338595,60
real_data3_testing,category_flip,rmse,10.103850220185482,6.193732573207032,15.874481978007807,60
real_data3_testing,category_flip,r2,0.16822083265381482,0.10136727874997986,0.28875726853979916,60
real_data3_testing,category_flip,kendalltau,0.9999999999999999,0.8666666666666666,0.9999999999999999,70
real_data3_testing,category_flip,weightedtau,1.0,0.9401360544217686,1.0,70
real_data3_testing,category_flip,spearmanr,1.0,0.942857142857143,1.0,70
real_data3_testing,category_flip,ndcg_score,1.0,0.9977427603456174,1.0,70
real_data3_testing,category_flip,rbo,1.0,0.9513888888888888,1.0,70
real_data3_testing,correlation_mix,accuracy,0.7028985507246377,0.6376811594202898,0.7391304347826086,10
real_data3_testing,correlation_mix,balanced_accuracy,0.6963362068965517,0.625,0.7150862068965518,10
real_data3_testing,correlation_mix,macro_f1,0.6958543563982866,0.648611111111111,0.7227894997203941,10
real_data3_testing,correlation_mix,mae,6.448622947535068,4.762471572091011,9.595690712338595,60
real_data3_testing,correlation_mix,rmse,10.103850220185482,6.160339125447429,15.527938060386125,60
real_data3_testing,correlation_mix,r2,0.16822083265381482,0.08813619450593246,0.24073715260600292,60
real_data3_testing,correlation_mix,kendalltau,0.7333333333333333,0.6,0.7333333333333333,70
real_data3_testing,correlation_mix,weightedtau,0.7551020408163265,0.6816326530612244,0.8095238095238095,70
real_data3_testing,correlation_mix,spearmanr,0.8285714285714287,0.7714285714285715,0.8857142857142858,70
real_data3_testing,correlation_mix,ndcg_score,0.9756063253930318,0.9705002247023294,0.987128322472551,70
real_data3_testing,correlation_mix,rbo,0.7861111111111111,0.7861111111111111,0.861111111111111,70
real_data3_testing,missingness_mcar,accuracy,0.7028985507246377,0.644927536231884,0.7391304347826086,10
real_data3_testing,missingness_mcar,balanced_accuracy,0.6963362068965517,0.6329741379310345,0.7213362068965518,10
real_data3_testing,missingness_mcar,macro_f1,0.6958543563982866,0.648611111111111,0.7177272727272728,10
real_data3_testing,missingness_mcar,mae,6.448622947535068,4.730620071385363,9.473425066314224,60
real_data3_testing,missingness_mcar,rmse,10.103850220185482,6.193732573207032,15.760401657991956,60
real_data3_testing,missingness_mcar,r2,0.16822083265381482,0.10136727874997986,0.24290095922904065,60
real_data3_testing,missingness_mcar,kendalltau,0.6,0.6,0.7333333333333333,70
real_data3_testing,missingness_mcar,weightedtau,0.6789115646258503,0.5891156462585034,0.7568877551020406,70
real_data3_testing,missingness_mcar,spearmanr,0.7714285714285715,0.6857142857142857,0.8285714285714287,70
real_data3_testing,missingness_mcar,ndcg_score,0.9704802823274219,0.9614931574905073,0.9759686771348786,70
real_data3_testing,missingness_mcar,rbo,0.7861111111111111,0.6888888888888888,0.8194444444444443,70
real_data4_testing,mean_variance_drift,accuracy,0.9302325581395349,0.8953488372093024,0.9767441860465116,10
real_data4_testing,mean_variance_drift,balanced_accuracy,0.8825396825396825,0.8134920634920635,0.965079365079365,10
real_data4_testing,mean_variance_drift,macro_f1,0.8877129245981705,0.8516028303976959,0.9688944934846574,10
real_data4_testing,mean_variance_drift,mae,2.04730412239551,1.724243051907075,2.4981717054379247,50
real_data4_testing,mean_variance_drift,rmse,3.0704355043224214,2.5579877493024514,4.726179970431982,50
real_data4_testing,mean_variance_drift,r2,0.49214640322588765,0.388359222867038,0.5981166782057036,50
real_data4_testing,mean_variance_drift,kendalltau,0.9999999999999999,0.9999999999999999,0.9999999999999999,60
real_data4_testing,mean_variance_drift,weightedtau,1.0,1.0,1.0,60
real_data4_testing,mean_variance_drift,spearmanr,0.9999999999999999,0.9999999999999999,0.9999999999999999,60
real_data4_testing,mean_variance_drift,ndcg_score,1.0,1.0,1.0,60
real_data4_testing,mean_variance_drift,rbo,1.0,1.0,1.0,60
real_data4_testing,noise_injection,accuracy,0.9302325581395349,0.8953488372093024,0.9767441860465116,10
real_data4_testing,noise_injection,balanced_accuracy,0.8825396825396825,0.8246031746031746,0.965079365079365,10
real_data4_testing,noise_injection,macro_f1,0.8877129245981705,0.8569444444444446,0.9705112768741555,10
real_data4_testing,noise_injection,mae,2.04730412239551,1.731580645865329,2.501188564716173,50
real_data4_testing,noise_injection,rmse,3.0704355043224214,2.5557996501598153,4.573095529212639,50
real_data4_testing,noise_injection,r2,0.49214640322588765,0.41433392037024297,0.5974651676889602,50
real_data4_testing,noise_injection,kendalltau,0.9999999999999999,0.9999999999999999,0.9999999999999999,60
real_data4_testing,noise_injection,weightedtau,1.0,1.0,1.0,60
real_data4_testing,noise_injection,spearmanr,0.9999999999999999,0.9999999999999999,0.9999999999999999,60
real_data4_testing,noise_injection,ndcg_score,1.0,1.0,1.0,60
real_data4_testing,noise_injection,rbo,1.0,1.0,1.0,60
real_data4_testing,category_flip,accuracy,0.9302325581395349,0.8953488372093024,0.9767441860465116,10
real_data4_testing,category_flip,balanced_accuracy,0.8825396825396825,0.8333333333333334,0.9523809523809524,10
real_data4_testing,category_flip,macro_f1,0.8877129245981705,0.8516028303976959,0.9688944934846574,10
real_data4_testing,category_flip,mae,2.04730412239551,1.717604276421036,2.501188564716173,50
real_data4_testing,category_flip,rmse,3.0704355043224214,2.5568389972525676,4.726179970431982,50
real_data4_testing,category_flip,r2,0.49214640322588765,0.4061166834830933,0.5910298409104335,50
real_data4_testing,category_flip,kendalltau,0.9999999999999999,0.8475,0.9999999999999999,60
real_data4_testing,category_flip,weightedtau,1.0,0.9507299270072993,1.0,60
real_data4_testing,category_flip,spearmanr,0.9999999999999999,0.9499999999999998,0.9999999999999999,60
real_data4_testing,category_flip,ndcg_score,1.0,0.9988800799592086,1.0,60
real_data4_testing,category_flip,rbo,1.0,1.0,1.0,60
real_data4_testing,correlation_mix,accuracy,0.9302325581395349,0.8953488372093024,0.9767441860465116,10
real_data4_testing,correlation_mix,balanced_accuracy,0.8825396825396825,0.8246031746031746,0.965079365079365,10
real_data4_testing,correlation_mix,macro_f1,0.8877129245981705,0.8569444444444446,0.9688944934846574,10
real_data4_testing,correlation_mix,mae,2.04730412239551,1.717604276421036,2.509134865303113,50
real_data4_testing,correlation_mix,rmse,3.0704355043224214,2.5579877493024514,4.32578668422562,50
real_data4_testing,correlation_mix,r2,0.49214640322588765,0.39746856342939685,0.5910298409104335,50
real_data4_testing,correlation_mix,kendalltau,0.6,0.6,0.7,60
real_data4_testing,correlation_mix,weightedtau,0.6806569343065694,0.5729927007299269,0.718978102189781,60
real_data4_testing,correlation_mix,spearmanr,0.7999999999999999,0.7,0.8499999999999999,60
real_data4_testing,correlation_mix,ndcg_score,0.9677584336841215,0.9604066232376376,0.9829872681633908,60
real_data4_testing,correlation_mix,rbo,0.7833333333333333,0.6666666666666666,0.8333333333333333,60
real_data4_testing,missingness_mcar,accuracy,0.9302325581395349,0.9069767441860465,0.9767441860465116,10
real_data4_testing,missingness_mcar,balanced_accuracy,0.8825396825396825,0.8246031746031746,0.965079365079365,10
real_data4_testing,missingness_mcar,macro_f1,0.8877129245981705,0.8534507588346072,0.9688944934846574,10
real_data4_testing,missingness_mcar,mae,2.04730412239551,1.7377670483816228,2.4932422641292327,50
real_data4_testing,missingness_mcar,rmse,3.0704355043224214,2.5680939956367914,4.694065348040877,50
real_data4_testing,missingness_mcar,r2,0.49214640322588765,0.41433392037024297,0.5942288148829825,50
real_data4_testing,missingness_mcar,kendalltau,0.6,0.39999999999999997,0.6,60
real_data4_testing,missingness_mcar,weightedtau,0.6569343065693432,0.5255474452554745,0.6806569343065694,60
real_data4_testing,missingness_mcar,spearmanr,0.7,0.6,0.7,60
real_data4_testing,missingness_mcar,ndcg_score,0.9640700016142874,0.960117658242476,0.973755976697597,60
real_data4_testing,missingness_mcar,rbo,0.6916666666666667,0.5833333333333333,0.7833333333333333,60
real_data6_testing,mean_variance_drift,accuracy,0.7647058823529411,0.75,0.7941176470588235,180
real_data6_testing,mean_variance_drift,balanced_accuracy,0.5972058567628706,0.5625,0.6238645581587897,180
real_data6_testing,mean_variance_drift,macro_f1,0.5960396039603961,0.5674078243737686,0.6266521384438588,180
real_data6_testing,mean_variance_drift,kendalltau,0.9999999999999999,0.9999999999999999,0.9999999999999999,180
real_data6_testing,mean_variance_drift,weightedtau,1.0,1.0,1.0,180
real_data6_testing,mean_variance_drift,spearmanr,1.0,1.0,1.0,180
real_data6_testing,mean_variance_drift,ndcg_score,1.0,1.0,1.0,180
real_data6_testing,mean_variance_drift,rbo,1.0,1.0,1.0,180
real_data6_testing,noise_injection,accuracy,0.7647058823529411,0.7426470588235294,0.7941176470588235,180
real_data6_testing,noise_injection,balanced_accuracy,0.5972058567628706,0.5624380896226415,0.6245972073039742,180
real_data6_testing,noise_injection,macro_f1,0.5960396039603961,0.5674078243737686,0.6269137366698342,180
real_data6_testing,noise_injection,kendalltau,0.9999999999999999,0.9999999999999999,0.9999999999999999,180
real_data6_testing,noise_injection,weightedtau,1.0,1.0,1.0,180
real_data6_testing,noise_injection,spearmanr,1.0,1.0,1.0,180
real_data6_testing,noise_injection,ndcg_score,1.0,1.0,1.0,180
real_data6_testing,noise_injection,rbo,1.0,1.0,1.0,180
real_data6_testing,category_flip,accuracy,0.7647058823529411,0.75,0.7941176470588235,180
real_data6_testing,category_flip,balanced_accuracy,0.5972058567628706,0.5625,0.6235409487259815,180
real_data6_testing,category_flip,macro_f1,0.5960396039603961,0.5661881977671451,0.6299246057848774,180
real_data6_testing,category_flip,kendalltau,0.588235294117647,0.5588235294117646,0.625,180
real_data6_testing,category_flip,weightedtau,0.679717394861918,0.6496481662153301,0.718464043472505,180
real_data6_testing,category_flip,spearmanr,0.7732843137254903,0.7223958333333335,0.7990196078431374,180
real_data6_testing,category_flip,ndcg_score,0.9680225186770681,0.9621919494517097,0.9737419107161189,180
real_data6_testing,category_flip,rbo,0.7031535458006046,0.688259693737635,0.729462857404034,180
real_data6_testing,correlation_mix,accuracy,0.7647058823529411,0.75,0.7941176470588235,180
